Sr. No.,Company Name,Job Title,Salaries Reported,Location,Salary,Average Salary,Weighted Average Salary,Median Salary,Level,Years of Exp
1017,Credit Suisse,Data Scientist,3,Pune,142167,90262,87881,67200,Mid,7-14
1018,Saama Technologies,Data Scientist,3,Pune,93485,90246,87875,67200,Junior,1-6
1019,Exela Technologies,Data Scientist,3,Pune,85642,90245,87874,67199,Junior,1-6
1020,Accenture,Data Scientist,3,Pune,180000,90247,87875,67197,Mid,7-14
1021,Linsyssoft Technologies,Data Scientist,3,Pune,41168,90220,87864,67194,Junior,1-6
1022,HCL Technologies,Data Scientist,2,Pune,73497,90234,87870,67197,Junior,1-6
1023,HP Inc.,Data Scientist,2,Pune,62304,90239,87871,67194,Junior,1-6
1024,Axis Bank,Data Scientist,2,Pune,279355,90248,87874,67197,Mid,7-14
1025,Freelancer,Data Scientist,2,Pune,100163,90191,87852,67194,Mid,7-14
1026,Citi,Data Scientist,2,Pune,157775,90188,87851,67182,Mid,7-14
1027,ADP,Data Scientist,2,Pune,62989,90167,87843,67169,Junior,1-6
1028,Birlasoft,Data Scientist,2,Pune,521693,90176,87845,67182,Senior,15-25
1029,John Deere,Data Scientist,2,Pune,146365,90045,87795,67169,Mid,7-14
1030,Xoriant,Data Scientist,2,Pune,177200,90028,87789,67146,Mid,7-14
1031,GS Lab,Data Scientist,2,Pune,83438,90002,87778,67122,Junior,1-6
1032,Searce,Data Scientist,2,Pune,82822,90004,87779,67122,Junior,1-6
1033,Globant,Data Scientist,2,Pune,120330,90006,87779,67121,Mid,7-14
1034,e-Zest Solutions,Data Scientist,2,Pune,93210,89997,87775,67091,Junior,1-6
1035,Datametica,Data Scientist,2,Pune,98355,89996,87775,67061,Junior,1-6
1036,Vyom Labs,Data Scientist,2,Pune,30535,89993,87774,67059,Junior,1-6
1037,Vishwakarma Institute of Technology,Data Scientist,2,Pune,58896,90011,87780,67061,Junior,1-6
1038,Knorex,Data Scientist,2,Pune,64170,90021,87784,67091,Junior,1-6
1039,CanWill Technologies,Data Scientist,2,Pune,116160,90029,87786,67121,Mid,7-14
1040,ThinkBridge,Data Scientist,2,Pune,75669,90021,87783,67091,Junior,1-6
1041,Coditation Systems,Data Scientist,2,Pune,56372,90025,87784,67061,Junior,1-6
1042,MindBowser Info Solutions,Data Scientist,2,Pune,68391,90035,87788,67091,Junior,1-6
1043,Climate Connect,Data Scientist,2,Pune,73175,90042,87790,67061,Junior,1-6
1044,Tech9,Data Scientist,2,Pune,168720,90047,87792,67059,Mid,7-14
1045,Eagle TK Infotech,Data Scientist,2,Pune,71346,90023,87783,67057,Junior,1-6
1046,Fusion Practices,Data Scientist,2,Pune,67500,90029,87785,67033,Junior,1-6
1047,Xeco,Data Scientist,2,Pune,49996,90036,87787,67008,Junior,1-6
1048,DeepTek Medical Imaging,Data Scientist,2,Pune,89500,90048,87791,67033,Junior,1-6
1049,vElement,Data Scientist,2,Pune,45385,90048,87791,67008,Junior,1-6
1050,Asquared IoT,Data Scientist,2,Pune,63764,90061,87796,67033,Junior,1-6
1051,HiLabs (MD),Data Scientist,2,Pune,195465,90069,87799,67057,Mid,7-14
1052,Jash Data Sciences,Data Scientist,2,Pune,66908,90037,87786,67033,Junior,1-6
1053,HiLabs,Data Scientist,2,Pune,183377,90044,87789,67057,Mid,7-14
1054,Tata Consultancy Services,Data Scientist,1,Pune,30000,90016,87777,67033,Junior,1-6
1055,Tata Consultancy Services,Data Scientist,1,Pune,697799,90034,87784,67057,Senior,15-25
1056,Amazon,Data Scientist,1,Pune,31588,89849,87712,67033,Junior,1-6
1057,Amazon,Data Scientist,1,Pune,61906,89867,87718,67057,Junior,1-6
1058,Genpact,Data Scientist,1,Pune,160000,89876,87721,67059,Mid,7-14
1059,HP Inc.,Data Scientist,1,Pune,36176,89854,87713,67057,Junior,1-6
1060,DXC Technology,Data Scientist,1,Pune,40000,89870,87719,67059,Junior,1-6
1061,KPMG,Data Scientist,1,Pune,64232,89886,87725,67061,Junior,1-6
1062,Accenture,Data Scientist,1,Pune,121677,89894,87727,67091,Mid,7-14
1063,Larsen & Toubro,Data Scientist,1,Pune,36000,89884,87723,67061,Junior,1-6
1064,Concentrix,Data Scientist,1,Pune,346854,89900,87730,67091,Mid,15-25
1065,Google,Data Scientist,1,Pune,757103,89822,87698,67061,Senior,15-25
1066,Honeywell,Data Scientist,1,Pune,143848,89618,87618,67059,Mid,7-14
1067,Persistent Systems,Data Scientist,1,Pune,102768,89601,87611,67057,Mid,7-14
1068,DONE by NONE,Data Scientist,1,Pune,120000,89597,87609,67033,Mid,7-14
1069,DONE by NONE,Data Scientist,1,Pune,444431,89588,87605,67008,Senior,15-25
1070,DONE by NONE,Data Scientist,1,Pune,30146,89480,87562,67004,Junior,1-6
1071,WNS,Data Scientist,1,Pune,203408,89498,87569,67008,Mid,7-14
1072,Siemens,Data Scientist,1,Pune,84000,89463,87555,67004,Junior,1-6
1073,Nones,Data Scientist,1,Pune,60000,89465,87556,67000,Junior,1-6
1074,ITC Infotech,Data Scientist,1,Pune,64232,89474,87559,67004,Junior,1-6
1075,Mahindra,Data Scientist,1,Pune,90500,89481,87562,67008,Junior,1-6
1076,Kotak Mahindra,Data Scientist,1,Pune,62323,89481,87561,67004,Junior,1-6
1077,eClerx,Data Scientist,1,Pune,87000,89489,87564,67008,Junior,1-6
1078,BNY Mellon,Data Scientist,1,Pune,77078,89490,87565,67004,Junior,1-6
1079,Zomato,Data Scientist,1,Pune,125000,89494,87566,67000,Mid,7-14
1080,Hinduja Global Solutions,Data Scientist,1,Pune,117671,89483,87561,66956,Mid,7-14
1081,Other,Data Scientist,1,Pune,41479,89474,87558,66911,Junior,1-6
1082,Thoughtworks,Data Scientist,1,Pune,256928,89489,87563,66956,Mid,7-14
1083,Fractal,Data Scientist,1,Pune,140456,89438,87542,66911,Mid,7-14
1084,TietoEVRY,Data Scientist,1,Pune,78731,89422,87536,66911,Junior,1-6
1085,Yash Technologies,Data Scientist,1,Pune,205497,89425,87537,66911,Mid,7-14
1086,CitiusTech,Data Scientist,1,Pune,120391,89390,87523,66911,Mid,7-14
1087,Unacademy,Data Scientist,1,Pune,70228,89380,87519,66911,Junior,1-6
1088,UBS,Data Scientist,1,Pune,93960,89386,87521,66905,Junior,1-6
1089,Netcracker Technology,Data Scientist,1,Pune,180586,89385,87520,66898,Mid,7-14
1090,Cummins,Data Scientist,1,Pune,50000,89357,87508,66859,Junior,1-6
1091,Capgemini Invent,Data Scientist,1,Pune,130000,89369,87513,66898,Mid,7-14
1092,Siemens Digital Industries Software,Data Scientist,1,Pune,91258,89356,87508,66859,Junior,1-6
1093,Johnson Controls,Data Scientist,1,Pune,855763,89356,87507,66820,Management,25-30
1094,Johnson Controls,Data Scientist,1,Pune,46742,89119,87412,66800,Junior,1-6
1095,Dassault Systemes,Data Scientist,1,Pune,98319,89132,87417,66820,Junior,1-6
1096,Ugam,Data Scientist,1,Pune,125280,89130,87416,66800,Mid,7-14
1097,Schlumberger,Data Scientist,1,Pune,406484,89119,87411,66779,Senior,15-25
1098,Apple,Data Scientist,1,Pune,150782,89021,87371,66779,Mid,7-14
1099,MetLife,Data Scientist,1,Pune,41795,89002,87363,66779,Junior,1-6
1100,Red Hat,Data Scientist,1,Pune,539875,89016,87369,66779,Senior,15-25
1101,STL - Sterlite Technologies Limited,Data Scientist,1,Pune,103698,88877,87313,66779,Mid,7-14
1102,Visteon,Data Scientist,1,Pune,241174,88872,87311,66779,Mid,7-14
1103,PhonePe,Data Scientist,1,Pune,255000,88825,87291,66779,Mid,7-14
1104,C-DAC,Data Scientist,1,Pune,44989,88774,87270,66779,Junior,1-6
1105,Nothing Something,Data Scientist,1,Pune,50163,88787,87276,66779,Junior,1-6
1106,Attra,Data Scientist,1,Pune,224948,88799,87280,66779,Mid,7-14
1107,NICE,Data Scientist,1,Pune,164952,88757,87263,66779,Mid,7-14
1108,Sokrati,Data Scientist,1,Pune,32682,88734,87253,66779,Junior,1-6
1109,Pitney Bowes,Data Scientist,1,Pune,75500,88751,87260,66779,Junior,1-6
1110,AXA,Data Scientist,1,Pune,107000,88755,87262,66779,Mid,7-14
1111,FirstCry com,Data Scientist,1,Pune,80884,88750,87259,66779,Junior,1-6
1112,Maxgen Technologies,Data Scientist,1,Pune,49245,88752,87260,66729,Junior,1-6
1113,TCS e-Serve International,Data Scientist,1,Pune,103178,88764,87265,66779,Mid,7-14
1114,Internshala,Data Scientist,1,Pune,54213,88760,87263,66729,Junior,1-6
1115,Michelin,Data Scientist,1,Pune,55415,88770,87267,66779,Junior,1-6
1116,Saama Technologies,Data Scientist,1,Pune,92737,88781,87271,66779,Junior,1-6
1117,Micron Technology,Data Scientist,1,Pune,140000,88780,87270,66779,Mid,7-14
1118,BlueConch Technologies,Data Scientist,1,Pune,110410,88764,87263,66729,Mid,7-14
1119,FIGmd,Data Scientist,1,Pune,75000,88757,87261,66679,Junior,1-6
1120,Volkswagen,Data Scientist,1,Pune,518492,88761,87262,66674,Senior,15-25
1121,TomTom,Data Scientist,1,Pune,61649,88628,87207,66669,Junior,1-6
1122,Datametica,Data Scientist,1,Pune,30012,88636,87210,66674,Junior,1-6
1123,HP Inc.,Data Scientist,1,Pune,30696,88654,87218,66679,Junior,1-6
1124,Innoplexus,Data Scientist,1,Pune,36640,88672,87225,66729,Junior,1-6
1125,Dream11,Data Scientist,1,Pune,224812,88689,87231,66779,Mid,7-14
1126,Sandvik,Data Scientist,1,Pune,30000,88646,87214,66729,Junior,1-6
1127,SS Supply Chain Solutions,Data Scientist,1,Pune,131231,88664,87221,66779,Mid,7-14
1128,Cognizant Softvision,Data Scientist,1,Pune,49861,88651,87215,66729,Junior,1-6
1129,University of Pune,Data Scientist,1,Pune,100326,88663,87220,66779,Mid,7-14
1130,Goodwill,Data Scientist,1,Pune,34400,88660,87219,66729,Junior,1-6
1131,Goodwill,Data Scientist,1,Pune,61906,88677,87225,66779,Junior,1-6
1132,IVL Global,Data Scientist,1,Pune,66898,88685,87229,66779,Junior,1-6
1133,Coupa Software Inc,Data Scientist,1,Pune,48000,88692,87231,66779,Junior,1-6
1134,Verificient Technologies,Data Scientist,1,Pune,33243,88704,87236,66779,Junior,1-6
1135,Clairvoyant,Data Scientist,1,Pune,180000,88722,87243,66779,Mid,7-14
1136,The Fresh Market,Data Scientist,1,Pune,30696,88693,87231,66779,Junior,1-6
1137,Tata Research Development and Design Centre,Data Scientist,1,Pune,126747,88711,87239,66779,Mid,7-14
1138,Medline Industries,Data Scientist,1,Pune,146160,88699,87234,66779,Mid,7-14
1139,Amphisoft Technologies,Data Scientist,1,Pune,351713,88681,87226,66779,Mid,15-25
1140,Pratham,Data Scientist,1,Pune,45600,88599,87192,66729,Junior,1-6
1141,Evolent Health,Data Scientist,1,Pune,154122,88613,87197,66779,Mid,7-14
1142,Presidency University (Bangalore),Data Scientist,1,Pune,72588,88592,87188,66729,Junior,1-6
1143,Smartek21,Data Scientist,1,Pune,120000,88597,87190,66679,Mid,7-14
1144,Google Cloud,Data Scientist,1,Pune,321160,88587,87186,66674,Mid,15-25
1145,Accenture,Data Scientist,1,Pune,51374,88515,87155,66669,Junior,1-6
1146,Apar Technologies,Data Scientist,1,Pune,50000,88526,87160,66674,Junior,1-6
1147,Professional Data Analysts,Data Scientist,1,Pune,120000,88538,87165,66679,Mid,7-14
1148,Bajaj Finserv Health,Data Scientist,1,Pune,130000,88528,87161,66674,Mid,7-14
1149,PharmaACE,Data Scientist,1,Pune,70000,88515,87155,66669,Junior,1-6
1150,advids.co,Data Scientist,1,Pune,96594,88521,87157,66663,Junior,1-6
1151,Xcaliber Infotech,Data Scientist,1,Pune,64232,88519,87156,66657,Junior,1-6
1152,MIT World Peace University,Data Scientist,1,Pune,42000,88526,87159,66663,Junior,1-6
1153,iNeuron,Data Scientist,1,Pune,59336,88541,87165,66669,Junior,1-6
1154,IBM,Data Scientist,1,Pune,54168,88550,87169,66674,Junior,1-6
1155,AAKASH,Data Scientist,1,Pune,60195,88561,87173,66679,Junior,1-6
1156,Ascentrik Research Services,Data Scientist,1,Pune,42846,88570,87176,66729,Junior,1-6
1157,EarlySalary.com,Data Scientist,1,Pune,156600,88584,87182,66779,Mid,7-14
1158,Motifworks,Data Scientist,1,Pune,96932,88563,87173,66729,Junior,1-6
1159,Helpshift,Data Scientist,1,Pune,81705,88560,87172,66679,Junior,1-6
1160,ROHIT KUMAR MODI,Data Scientist,1,Pune,40000,88562,87173,66674,Junior,1-6
1161,ThinkBumblebee Analytics,Data Scientist,1,Pune,130781,88578,87179,66679,Mid,7-14
1162,Globex Digital Solutions,Data Scientist,1,Pune,128464,88564,87173,66674,Mid,7-14
1163,ThinkBumblebee Analytics,Data Scientist,1,Pune,42464,88552,87168,66669,Junior,1-6
1164,Innodatatics,Data Scientist,1,Pune,48000,88566,87173,66674,Junior,1-6
1165,Innodatatics,Data Scientist,1,Pune,62323,88579,87179,66679,Junior,1-6
1166,Viajes,Data Scientist,1,Pune,82958,88587,87182,66729,Junior,1-6
1167,OnlineSales.ai,Data Scientist,1,Pune,34447,88589,87183,66679,Junior,1-6
1168,Comscore,Data Scientist,1,Pune,121677,88606,87190,66729,Mid,7-14
1169,Ellicium Solutions Private Limited,Data Scientist,1,Pune,47767,88596,87185,66679,Junior,1-6
1170,RAKESH GROUP,Data Scientist,1,Pune,501630,88609,87190,66729,Senior,15-25
1171,Yagna iQ,Data Scientist,1,Pune,35406,88478,87135,66679,Junior,1-6
1172,Tops Office Pros Business Services,Data Scientist,1,Pune,61906,88495,87142,66729,Junior,1-6
1173,Apptware,Data Scientist,1,Pune,207396,88503,87145,66779,Mid,7-14
1174,Savitribai Phule Pune University,Data Scientist,1,Pune,70000,88466,87129,66729,Junior,1-6
1175,Seventh Contact Hiring Solutions,Data Scientist,1,Pune,300820,88472,87131,66679,Mid,15-25
1176,CoreView Systems,Data Scientist,1,Pune,51460,88405,87102,66674,Junior,1-6
1177,Peak,Data Scientist,1,Pune,214877,88416,87107,66679,Mid,7-14
1178,Nitish Verma,Data Scientist,1,Pune,103698,88376,87090,66674,Mid,7-14
1179,The City Bank,Data Scientist,1,Pune,500000,88371,87088,66669,Senior,15-25
1180,Cloud Counselage,Data Scientist,1,Pune,42924,88241,87032,66663,Junior,1-6
1181,Gibots,Data Scientist,1,Pune,41271,88256,87038,66669,Junior,1-6
1182,SCORG Technologies,Data Scientist,1,Pune,64621,88270,87044,66674,Junior,1-6
1183,GeoSpoc,Data Scientist,1,Pune,125280,88278,87047,66679,Mid,7-14
1184,Infodeal,Data Scientist,1,Pune,84915,88266,87042,66674,Junior,1-6
1185,BancTec,Data Scientist,1,Pune,64154,88267,87042,66669,Junior,1-6
1186,American Student Assistance,Data Scientist,1,Pune,31110,88275,87045,66674,Junior,1-6
1187,Ajeenkya DY Patil University,Data Scientist,1,Pune,41479,88293,87053,66679,Junior,1-6
1188,Raghavendra Rathore Jodhpur,Data Scientist,1,Pune,156732,88308,87059,66729,Mid,7-14
1189,Aventior,Data Scientist,1,Pune,48174,88286,87050,66679,Junior,1-6
1190,Navidium,Data Scientist,1,Pune,68154,88299,87055,66729,Junior,1-6
1191,Open Insights,Data Scientist,1,Pune,112474,88305,87058,66679,Mid,7-14
1192,Pantech Solutions,Data Scientist,1,Pune,30000,88298,87054,66674,Junior,1-6
1193,Express Analytics,Data Scientist,1,Pune,87701,88316,87062,66679,Junior,1-6
1194,Optra Health,Data Scientist,1,Pune,172260,88316,87062,66674,Mid,7-14
1195,WebShar,Data Scientist,1,Pune,88854,88290,87050,66669,Junior,1-6
1196,Kudos Finance and Investments,Data Scientist,1,Pune,40490,88289,87050,66663,Junior,1-6
1197,Oasis HR Corporate Solutions,Data Scientist,1,Pune,85495,88305,87056,66669,Junior,1-6
1198,Tribes.AI,Data Scientist,1,Pune,42000,88306,87056,66663,Junior,1-6
1199,Argus System,Data Scientist,1,Pune,59500,88320,87063,66669,Junior,1-6
1200,IFS India Mercantile,Data Scientist,1,Pune,61000,88329,87067,66674,Junior,1-6
1201,DasDas,Data Scientist,1,Pune,446607,88338,87070,66679,Senior,15-25
1202,Pisyst,Data Scientist,1,Pune,128464,88224,87020,66674,Mid,7-14
1203,Comsense Technologies,Data Scientist,1,Pune,39616,88211,87015,66669,Junior,1-6
1204,Entrepreneurs' Organization,Data Scientist,1,Pune,96008,88227,87021,66674,Junior,1-6
1205,Pivotchain Solutions,Data Scientist,1,Pune,60293,88224,87020,66669,Junior,1-6
1206,ManCorp Innovation Labs,Data Scientist,1,Pune,42000,88233,87024,66674,Junior,1-6
1207,Neo Media World,Data Scientist,1,Pune,96000,88248,87030,66679,Junior,1-6
1208,Samyak Software,Data Scientist,1,Pune,74288,88245,87029,66674,Junior,1-6
1209,Robertshaw,Data Scientist,1,Pune,30097,88250,87030,66669,Junior,1-6
1210,JarvisSoft Technology,Data Scientist,1,Pune,50613,88268,87038,66674,Junior,1-6
1211,EC Infosolutions,Data Scientist,1,Pune,91258,88280,87044,66679,Junior,1-6
1212,FogHorn Systems,Data Scientist,1,Pune,230000,88280,87043,66674,Mid,7-14
1213,NutaNXT Technologies,Data Scientist,1,Pune,84122,88234,87023,66669,Junior,1-6
1214,Speed TechServe,Data Scientist,1,Pune,72000,88236,87023,66663,Junior,1-6
1215,IMDb,Data Scientist,1,Pune,120391,88241,87025,66657,Mid,7-14
1216,QiO Technologies,Data Scientist,1,Pune,351713,88230,87021,66625,Mid,15-25
1217,Expert Freelancer Inc.,Data Scientist,1,Pune,55341,88146,86984,66592,Junior,1-6
1218,Arya Solution,Data Scientist,1,Pune,55000,88157,86988,66625,Junior,1-6
1219,Strattek Consulting,Data Scientist,1,Pune,90600,88167,86993,66657,Junior,1-6
1220,GoDutch Marketing,Data Scientist,1,Pune,35962,88166,86992,66625,Junior,1-6
1221,TorcAI,Data Scientist,1,Pune,150734,88183,86999,66657,Mid,7-14
1222,Srivenk Soft Solutions,Data Scientist,1,Pune,65212,88163,86990,66625,Junior,1-6
1223,Automaton AI,Data Scientist,1,Pune,63773,88170,86993,66657,Junior,1-6
1224,Shogini Technoarts,Data Scientist,1,Pune,36112,88178,86997,66663,Junior,1-6
1225,GOLDFINCH,Data Scientist,1,Pune,124437,88195,87004,66669,Mid,7-14
1226,Amobee,Data Scientist,1,Pune,103698,88183,86999,66663,Mid,7-14
1227,Global AI,Data Scientist,1,Pune,73108,88178,86996,66657,Junior,1-6
1228,Elie Tahari,Data Scientist,1,Pune,107053,88183,86998,66625,Mid,7-14
1229,Aktana,Data Scientist,1,Pune,180000,88177,86995,66592,Mid,7-14
1230,Go Digital,Data Scientist,1,Pune,60603,88148,86982,66590,Junior,1-6
1231,Meals on Wheels America,Data Scientist,1,Pune,59660,88156,86986,66592,Junior,1-6
1232,Kool Smiles,Data Scientist,1,Pune,120000,88166,86990,66625,Mid,7-14
1233,Algoritmo (Singapore),Data Scientist,1,Pune,59269,88155,86985,66592,Junior,1-6
1234,Klugheit Software,Data Scientist,1,Pune,48000,88165,86989,66625,Junior,1-6
1235,GoKhana,Data Scientist,1,Pune,48087,88178,86995,66657,Junior,1-6
1236,Prophecy Labs,Data Scientist,1,Pune,205256,88191,87000,66663,Mid,7-14
1237,Airavaat Car Rentals,Data Scientist,1,Pune,140000,88153,86983,66657,Mid,7-14
1238,Brahman bhetun,Data Scientist,1,Pune,82198,88136,86976,66625,Junior,1-6
1239,Aniket Sonawane,Data Scientist,1,Pune,82336,88138,86976,66592,Junior,1-6
1240,URS Technologies Solutions,Data Scientist,1,Pune,94893,88140,86977,66590,Junior,1-6
1241,Hritik,Data Scientist,1,Pune,90000,88138,86976,66588,Junior,1-6
1242,EventStreet,Data Scientist,1,Pune,69013,88137,86975,66555,Junior,1-6
1243,Kushim,Data Scientist,1,Pune,37200,88143,86978,66522,Junior,1-6
1244,Flipper Code,Data Scientist,1,Pune,36989,88160,86985,66555,Junior,1-6
1245,We Are Novella,Data Scientist,1,Pune,67122,88176,86992,66588,Junior,1-6
1246,IEEE Student Branch VIT Pune,Data Scientist,1,Pune,32116,88183,86995,66555,Junior,1-6
1247,Kp techobriks,Data Scientist,1,Pune,40693,88201,87003,66588,Junior,1-6
1248,akhil sajeev,Data Scientist,1,Pune,45081,88217,87010,66590,Junior,1-6
1249,VisionNLP,Data Scientist,1,Pune,54000,88231,87016,66592,Junior,1-6
1250,Reckon Data Solutions,Data Scientist,1,Pune,59000,88242,87021,66625,Junior,1-6
1251,PSL (India),Data Scientist,1,Pune,114937,88251,87025,66657,Mid,7-14
1252,Accenture,Data Scientist,1,Pune,130000,88242,87021,66625,Mid,7-14
1253,Innoplexus Associate,Data Scientist,9,Pune,105700,88229,87014,66592,Mid,7-14
1254,ZS Associates,Data Scientist,9,Pune,120391,88223,87012,66590,Mid,7-14
1255,ZS Associates,Data Scientist,5,Pune,267146,88213,87007,66588,Mid,7-14
1256,ZS Associates Senior,Data Scientist,4,Pune,199726,88155,86981,66555,Mid,7-14
1257,Coriolis Technologies,Data Scientist,3,Pune,45190,88119,86964,66522,Junior,1-6
1258,Schlumberger,Data Scientist,2,Pune,36032,88133,86970,66555,Junior,1-6
1259,Wolters Kluwer,Data Scientist,2,Pune,34460,88149,86978,66588,Junior,1-6
1260,Innoplexus,Data Scientist,2,Pune,36831,88167,86985,66590,Junior,1-6
1261,EarlySalary.com,Data Scientist,2,Pune,42321,88184,86993,66592,Junior,1-6
1262,Express Analytics,Data Scientist,2,Pune,46538,88198,86999,66625,Junior,1-6
1263,Tata Consultancy Services,Data Scientist,2,Pune,209232,88212,87005,66657,Mid,7-14
1264,Wipro Technologies,Data Scientist,2,Pune,218251,88173,86987,66625,Mid,7-14
1265,Barclays,Data Scientist,2,Pune,279692,88130,86968,66592,Mid,7-14
1266,Bajaj Finance,Data Scientist,2,Pune,139224,88068,86940,66590,Mid,7-14
1267,Wolters Kluwer,Data Scientist,2,Pune,190393,88051,86932,66588,Mid,7-14
1268,Icertis,Data Scientist,2,Pune,103381,88018,86917,66555,Mid,7-14
1269,Accenture,Data Scientist,2,Pune,217028,88013,86914,66522,Mid,7-14
1270,Aera Technology,Data Scientist,2,Pune,105813,87971,86895,66511,Mid,7-14
1271,AlgoAnalytics Financial Consultancy,Data Scientist,2,Pune,169624,87965,86892,66500,Mid,7-14
